1-4_eel_avg	1-4_eel_se	1-4_vdw_avg	1-4_vdw_se	angle_avg	angle_se	bond_avg	bond_se	dihed_avg	dihed_se	edisper_avg	edisper_se	eel_avg	eel_se	vdwaals_avg	vdwaals_se	egb_avg	egb_se	esurf_avg	esurf_se	gb_tot_avg	gb_tot_se	ligname	jan-id	Kd-exp	expt-dg	expt-err	q	N	site
-13.06529891904583	5.714489010635767	-0.31598961904777045	0.7494559952967209	-0.6899392285715695	1.8939395531326864	-0.5517663095237291	1.2207777695679654	-2.5180461952388686	1.7833241039791985	0.0	0.0	7.672929290476943	16.956265495518306	-31.857141504761987	2.5179754401155456	25.85811543333329	14.820925209855089	0.0	0.0	-15.467137052381249	3.7363214030065697	l1	LDHA12	0.0007700000000000001	-4.24589	0.1	0	15	Adenine
-6.054309119050071	5.902955600921012	0.16238978095218304	0.760562299101113	1.386245771428566	2.1325880081501563	0.9930075904761521	1.210117857216596	-0.27669549523855164	1.8877573172055102	0.0	0.0	-1.5986393095233886	14.795400582800346	-27.124469504761947	2.617474417191787	22.082716233333358	12.187300866110599	0.0	0.0	-10.429754052381544	3.696109624305424	l2	LDHA14	0.0042	-3.24117	0.1	0	12	Adenine
-12.634254619048052	5.57544411161967	-1.1096571190478866	0.7358353593664716	-1.9390941285715115	1.977935703138414	-0.07438330952392036	1.2708261378689523	-2.046524095237867	1.6301463870356254	0.0	0.0	0.2496731904700127	15.859748930441755	-31.29060690476181	2.62124116423589	27.41862363333295	13.302737509097106	0.0	0.0	-21.426223352382078	3.609558447010746	l3	LDHA15	0.00079	-4.23071	0.1	0	14	Adenine
-6.97235331904696	6.248086102271992	-1.4830255190479384	0.6693874303707271	0.13343857142860038	1.9429500316222943	-0.4165287095237496	1.080669692767961	-0.2492434952378417	1.7827809488171114	0.0	0.0	-140.3305792095236	17.77682320720982	-37.43932550476215	2.6157374513631804	166.90404953333336	16.192990926446328	0.0	0.0	-19.853567652381386	3.5110401818527537	l4	LDHA16	0.0005	-4.5016099999999994	0.1	0	18	Adenine
-11.238036119048498	5.4641504244574906	-0.5684633190477584	0.6908802125708723	-2.469353028571369	1.9585390349801064	0.13672929047625626	1.081372984180056	-2.0673832952383915	1.7658742320410277	0.0	0.0	-112.17048320952574	15.053818559406054	-44.167441304761695	2.6426744499607104	144.96339413333394	12.91185693780409	0.0	0.0	-27.581036852380986	3.7730259885961224	l5	LDHA17	4e-05	-5.99747	0.1	0	21	Adenine
-2.3452071190486885	6.034172706846801	0.4272717809522533	0.700569257200289	-0.6500704285717411	2.047137519575102	-0.7114203095238247	1.0823374255808615	-0.6303253952386036	1.7488846753322658	0.0	0.0	-110.90319260952585	16.630085276714524	-37.83206430476201	2.498479699984523	134.54858153333237	12.843035457217779	0.0	0.0	-18.096426852381626	4.235801313068301	l6	LDHA18	0.00013000000000000002	-5.29942	0.1	0	21	Adenine
7.729042480956025	5.8661945752269995	0.5170575809522646	0.8184959969471687	2.8071147714284965	2.2868126411253327	1.015708790476475	1.2388725163249847	-2.7724666952386148	1.986402172868972	0.0	0.0	-348.6889578095226	17.750368564201892	-3.993731204762033	2.671432643452383	315.2737054333333	15.488233336559526	0.0	0.0	-28.112526652380186	4.205665293649047	l7	LDHA19	0.005	-3.1379099999999998	0.1	-2	7	Substrate
-0.5312849190489093	6.776742108521064	0.20939328095234624	0.6964057446403994	-1.0744183285710172	1.9216311016366523	-0.8144458095235391	1.2208653063786328	0.31397420476131543	1.7195699690874668	0.0	0.0	-356.57152540952353	16.79514906627459	-21.095133804761687	2.5319963059918242	328.40844123333306	14.221746014105785	0.0	0.0	-51.154999552381135	4.414294392241566	l8	LDHA20	0.00021	-4.8716099999999996	0.1	-2	15	Substrate
-2.4814377190492682	6.520344694818597	-0.0009207190477305004	0.7246423879034491	3.154327371428636	1.9325217777487365	0.8873783904762185	1.2515859618975724	-2.2348336952386827	1.8163078131155783	0.0	0.0	-374.70362220952416	16.672057866225416	-19.076507304761886	2.4437728754026224	339.91376963333323	14.22515503008784	0.0	0.0	-54.54184625238059	4.211095771647792	l9	LDHA21	0.00028	-4.84501	0.1	-2	18	Substrate
-0.2220525190479634	6.358640981748514	-1.1149713190478592	0.6942174954757613	0.11724537142895565	2.1499141639237545	-0.09107240952378426	1.1163663862560829	-0.7870049952383233	1.7486928882952857	0.0	0.0	-6.670458309528044	16.174216630587903	-34.41054540476205	2.7255395061712915	23.433778933333286	14.968168496363615	0.0	0.0	-19.745080652381088	3.7030483076661063	l10	LDHA22	0.0007700000000000001	-4.24589	0.1	-2	19	Adenine
