1-4_eel_avg	1-4_eel_se	1-4_vdw_avg	1-4_vdw_se	angle_avg	angle_se	bond_avg	bond_se	dihed_avg	dihed_se	ecavity_avg	ecavity_se	edisper_avg	edisper_se	eel_avg	eel_se	epb_avg	epb_se	vdwaals_avg	vdwaals_se	pb_tot_avg	pb_tot_se	ligname	jan-id	Kd-exp	expt-dg	expt-err	q	N	site
-13.392261299999607	5.3452239089764575	1.2537477999998992	0.6787317385442111	-5.6003358999998865	1.6300130550487544	-1.3620577000000518	1.1103602564840769	-0.6278941000007325	1.7179886391360444	-2.5785698000000097	0.19924063608771533	0.0	0.0	28.314799600002928	20.529238801713973	-3.308741899999873	17.739346532487556	-27.982616299999545	2.4146364455110083	-25.283929600000988	4.104859613532132	l1	LDHA12	0.0007700000000000001	-4.24589	0.1	0	15	Adenine
-6.3812715000038445	5.5519464745763	1.7321271999998524	0.6906994203560018	-3.5241508999997504	1.905002155696948	0.18271619999982924	1.098570938544818	1.6134565999995845	1.8076661816431143	-1.875302000000013	0.21585621292190973	0.0	0.0	19.043231000002603	18.8711110688358	-9.00930370000003	15.654282498331998	-23.249944299999505	2.5074979494935117	-21.4684414000021	4.502435516388094	l2	LDHA14	0.0042	-3.24117	0.1	0	12	Adenine
-12.961217000001824	5.195301228788423	0.4600802999997829	0.6575197464045215	-6.849490799999828	1.7136602048853111	-0.8846747000002431	1.1664832058297196	-0.15637199999973106	1.5510868308093368	-2.5982684999999903	0.2100318941428853	0.0	0.0	20.891543499996	19.78240006425236	-1.2363672000005508	16.467059084357572	-27.41608169999936	2.511618964883337	-30.75084809999995	4.2868725509924355	l3	LDHA15	0.00079	-4.23071	0.1	0	14	Adenine
-7.299315700000732	5.923107332878245	0.08671189999973095	0.5850537177880157	-4.776958099999716	1.6618327744814887	-1.2268201000000722	0.9518716291019816	1.6409086000002944	1.7058123211697265	-3.265897100000013	0.23102249917491424	0.0	0.0	-119.6887088999976	21.2178106260657	136.1471590999995	19.441288079676763	-33.564800299999696	2.518197891247451	-31.947720600000768	4.137905566829621	l4	LDHA16	0.0005	-4.5016099999999994	0.1	0	18	Adenine
-11.564998500002275	5.080309398574	1.0012740999999108	0.6029540971934279	-7.379749699999684	1.7044332164321319	-0.6735621000000664	0.9475898697719348	-0.17723120000025538	1.6832620673797016	-3.6605094000000094	0.20741447243052416	0.0	0.0	-91.52861289999977	19.102503532275133	118.69776900000004	16.28532673365521	-40.29291609999925	2.5470271897669963	-35.57853680000011	4.323309625884505	l5	LDHA17	4e-05	-5.99747	0.1	0	21	Adenine
-2.672169500002462	5.6336768964618775	1.9970091999999229	0.6142873554585105	-5.560467100000057	1.7866530462772727	-1.5217117000001474	0.9530544275746692	1.2598266999995325	1.6730838532073424	-3.2833051999999974	0.19016039725199047	0.0	0.0	-90.26132229999985	20.436314876685238	105.66497930000048	16.31400332868989	-33.95753909999956	2.398100051046736	-28.334699699999863	4.9956290851448335	l6	LDHA18	0.00013000000000000002	-5.29942	0.1	0	21	Adenine
7.402080100002253	5.537298451404919	2.0867949999999342	0.7473643531546714	-2.1032818999998195	2.064786468825191	0.2054174000001523	1.1276196779073069	-0.8823146000004787	1.9254968323947597	-1.0042309999999914	0.2147019193651913	0.0	0.0	-328.0470874999966	21.122969921870187	286.1270857999998	18.299263862931138	-0.11920599999958405	2.574529381324735	-36.33474269999945	5.295750085893821	l7	LDHA19	0.005	-3.1379099999999998	0.1	-2	7	Substrate
-0.8582473000026827	6.4746253784566985	1.7791307000000156	0.612381417630975	-5.984814999999332	1.6602360843317	-1.6247371999998617	1.098308991541752	2.2041262999994515	1.64889935286712	-2.0367622000000103	0.2325531212325179	0.0	0.0	-335.92965509999755	20.542115120574973	304.2485857000001	17.13433993251212	-17.220608599999238	2.4108062626946487	-55.422982699999245	5.257121578956114	l8	LDHA20	0.00021	-4.8716099999999996	0.1	-2	15	Substrate
-2.808400100003041	6.1580267612970765	1.568816699999939	0.6414502280336847	-1.7560692999996803	1.652198561460058	0.07708699999989578	1.1441704481001358	-0.3446816000005466	1.7503999039152387	-2.1337123000000053	0.21655542602049566	0.0	0.0	-354.0617518999981	20.37753601275616	309.75861609999964	17.35938552940557	-15.201982099999439	2.3336783459509927	-64.90207749999954	4.703232545859233	l9	LDHA21	0.00028	-4.84501	0.1	-2	18	Substrate
-0.5490149000017368	6.060704749067817	0.4547660999998104	0.6105081021275033	-4.79315129999936	1.904153010826456	-0.901363800000107	0.9853267498081948	1.1031470999998128	1.667811589534589	-2.943496899999998	0.2278607943586265	0.0	0.0	13.97141199999794	19.937728545128586	-3.9381679999999086	18.112745055341925	-30.536020199999598	2.604894466458457	-28.13188990000083	4.218307930616267	l10	LDHA22	0.0007700000000000001	-4.24589	0.1	-2	19	Adenine
-4.0121470000007085	5.981658527759615	0.1601486999999686	0.6405992931658209	-4.30335549999959	1.716527019285501	-1.8440460000000571	1.114335509631039	2.084564399999735	1.7217915687750929	-3.5009736000000005	0.22567391012841834	0.0	0.0	-28.129093799996163	21.426357658775245	34.722692699999854	18.287638434570233	-34.448431499999195	2.455383570218145	-39.27064160000003	4.329087762689371	l11	LDHA23	3.5e-05	-6.07655	0.1	-2	22	Adenine
0.8534588999986568	5.9868492889167735	0.7594299999997887	0.5939648066051915	-5.680562499999847	1.6690184875411067	-1.426472700000183	0.9701291947108044	0.2967748999991162	1.6745180728629092	-3.3708381999999935	0.22026725627818514	0.0	0.0	-10.793330800002368	20.532447904744142	20.1607352000003	17.38434820798476	-35.43251389999926	2.499898734388766	-34.633319099999774	4.684462927021321	l12	LDHA24	0.00016	-5.17644	0.1	-2	21	Adenine
3.694519099998786	5.949799128120582	1.9980178999997893	0.6266504573983258	-2.6277977999998217	1.6301080457045778	1.0945654999997476	1.20330013107182	0.9759028999993652	1.7636816588460626	-2.153568699999993	0.22374431549041576	0.0	0.0	-342.6014613999962	20.23822915978664	306.39097889999994	16.715215393188743	-15.746585199999853	2.613183708801874	-48.97542880000029	4.077408451934364	l13	LDHA25	0.0011	-4.03465	0.1	-2	16	Substrate
2.511021999999457	5.055769712634668	2.3563390999997686	0.5840560313077772	-5.054142300000024	1.6792366097061728	-1.7504164000000877	1.0695308008985795	2.4888586999999656	1.8584408257948688	-5.003471599999988	0.2214827360856731	0.0	0.0	-410.27047430000005	20.018915807293233	374.68505869999996	17.465213527535667	-46.888435699999434	2.3620786758030667	-86.92566180000121	4.710877047824644	l14	LDHA26	1.3e-07	-9.39052	0.1	-2	36	Bridging
-4.938780000001657	5.451615590182048	1.256424600000024	0.6306851287091367	-5.397164500000051	1.5228284687416611	-1.2749314000000282	1.0240845112313337	3.4574836999991985	1.5912249330945931	-5.2095834999999955	0.2292252708573221	0.0	0.0	-392.24048929999674	19.248340144247887	367.98292959999986	16.681707391337937	-50.69237579999925	2.5506409344238303	-87.05648659999945	4.304191453788655	l15	LDHA27	4.5999999999999995e-08	-10.0058	0.1	-2	39	Bridging
-3.0405099000001314	6.228299838571387	0.9983337999999372	0.5992778867653061	-5.070071500000072	1.9222431375442972	-0.6334926000000323	1.0988508415712834	2.1854304999997787	1.650811354328672	-4.866863300000005	0.20598694228659906	0.0	0.0	-213.46743689999442	19.25816146177521	190.3206448000008	17.111060730553955	-46.49153399999953	2.5200844006380723	-80.06549910000007	4.348588581796873	l16	LDHA28	3.2e-06	-7.49333	0.1	-1	33	Bridging
3.867633399998908	5.217867012877715	2.5574196999997945	0.6178991647047581	-5.226688199999472	1.6999252347140883	-1.4383775000001222	1.1430949585789716	3.8173874999994375	1.890210691368614	-4.646505099999996	0.22646223066147705	0.0	0.0	-390.72340890000015	20.445857879410493	352.1015305000006	17.469767568114932	-45.32502639999935	2.349949126113936	-85.01603500000004	4.588963710958602	l17	LDHA29	6.900000000000001e-08	-9.76566	0.1	-2	35	Bridging
8.937536399999544	5.988792745840273	2.5279149999999966	0.5764099223044454	-3.7731770999998564	1.6170404485012688	-0.16948290000030575	1.0679208327145029	3.741522999999411	1.8561198779893104	-5.175957600000013	0.21686392473781446	0.0	0.0	-401.7916898999978	19.767618596342253	362.3828075999999	16.458408068914487	-47.59534039999971	2.3014237754231845	-80.91586590000057	4.957254720326086	l18	LDHA30	1.2e-06	-8.07422	0.1	-2	35	Bridging
2.5134433999985504	5.066837039325379	2.1522990999997877	0.6208763151304534	-6.5782086000000755	1.7530530762405097	-0.015049900000080997	1.1366146411347338	2.910970499999575	1.6292628178281607	-5.242208399999988	0.20720922168899536	0.0	0.0	-397.4240298000012	20.05483221474556	362.5880331999997	17.081504716872836	-50.973804499999645	2.517898458655636	-90.0685550000008	4.454914702297764	l19	LDHA31	6e-08	-9.84844	0.1	-2	38	Bridging
5.634820099999673	5.695293537845114	2.1212732999999577	0.6101216363145354	-5.7763727999998045	1.7733968228959414	-1.5505983000001624	1.0974141513730156	2.13858119999939	1.7540520399330666	-5.4089709999999975	0.21669640042164973	0.0	0.0	-402.8355899999974	18.976598095260176	363.83455360000056	16.202413848599697	-49.76849359999946	2.3863362646797923	-91.6107975000012	3.887177117196148	l20	LDHA32	1.8e-07	-9.19778	0.1	-2	38	Bridging
8.153461199996741	4.8796794180206575	2.3456096999998373	0.6252917635325856	-6.102520399999591	1.6107652826170638	-0.6220733000000109	1.0134457371851966	4.731702699999367	1.7541814928806323	-4.956301499999997	0.21975551652000347	0.0	0.0	-419.81935310000017	18.37870120863884	372.4496097	15.477380363351159	-47.18809519999989	2.5612736301499592	-91.00796019999984	4.893237975029688	l21	LDHA33	9.300000000000001e-08	-9.58888	0.1	-2	35	Bridging
6.6518911999991115	5.113013539170213	2.5645741999996723	0.7080702218522673	-4.800128699999738	1.8394653256399105	-1.018101200000071	1.049598505332341	4.603148099999307	1.7426418244500768	-5.2248358	0.22856615327233776	0.0	0.0	-397.63189610000154	18.460304563955113	354.1609602999994	16.763585704130687	-50.272260399999396	2.504215123217745	-90.96664840000051	3.8769353702538067	l22	LDHA34	8e-09	-11.0418	0.1	-2	38	Bridging
