1-4_eel_avg	1-4_eel_se	1-4_vdw_avg	1-4_vdw_se	angle_avg	angle_se	bond_avg	bond_se	dihed_avg	dihed_se	edisper_avg	edisper_se	eel_avg	eel_se	vdwaals_avg	vdwaals_se	egb_avg	egb_se	esurf_avg	esurf_se	gb_tot_avg	gb_tot_se	ligname	jan-id	Kd-exp	expt-dg	expt-err	q	N	site
-13.392261299999607	5.3452239089764575	1.2537477999998992	0.6787317385442111	-5.6003358999998865	1.6300130550487544	-1.3620577000000518	1.1103602564840769	-0.6278941000007325	1.7179886391360444	0.0	0.0	28.314799600002928	20.529238801713973	-27.982616299999545	2.4146364455110083	-3.3100707000003347	18.084893534015922	0.0	0.0	-22.706688600000405	3.1346945152429155	l1	LDHA12	0.0007700000000000001	-4.24589	0.1	0	15	Adenine
-6.3812715000038445	5.5519464745763	1.7321271999998524	0.6906994203560018	-3.5241508999997504	1.905002155696948	0.18271619999982924	1.098570938544818	1.6134565999995845	1.8076661816431143	0.0	0.0	19.043231000002603	18.8711110688358	-23.249944299999505	2.5074979494935117	-7.085469900000259	16.08346802703278	0.0	0.0	-17.669305600000698	3.075916628836127	l2	LDHA14	0.0042	-3.24117	0.1	0	12	Adenine
-12.961217000001824	5.195301228788423	0.4600802999997829	0.6575197464045215	-6.849490799999828	1.7136602048853111	-0.8846747000002431	1.1664832058297196	-0.15637199999973106	1.5510868308093368	0.0	0.0	20.891543499996	19.78240006425236	-27.41608169999936	2.511618964883337	-1.7495625000006676	16.991701019160313	0.0	0.0	-28.66577490000124	2.9788144383451414	l3	LDHA15	0.00079	-4.23071	0.1	0	14	Adenine
-7.299315700000732	5.923107332878245	0.08671189999973095	0.5850537177880157	-4.776958099999716	1.6618327744814887	-1.2268201000000722	0.9518716291019816	1.6409086000002944	1.7058123211697265	0.0	0.0	-119.6887088999976	21.2178106260657	-33.564800299999696	2.518197891247451	137.73586339999974	19.273120673441625	0.0	0.0	-27.093119200000547	2.837239847085294	l4	LDHA16	0.0005	-4.5016099999999994	0.1	0	18	Adenine
-11.564998500002275	5.080309398574	1.0012740999999108	0.6029540971934279	-7.379749699999684	1.7044332164321319	-0.6735621000000664	0.9475898697719348	-0.17723120000025538	1.6832620673797016	0.0	0.0	-91.52861289999977	19.102503532275133	-40.29291609999925	2.5470271897669963	115.7952080000003	16.66930412562299	0.0	0.0	-34.82058840000015	3.1630550871647074	l5	LDHA17	4e-05	-5.99747	0.1	0	21	Adenine
-2.672169500002462	5.6336768964618775	1.9970091999999229	0.6142873554585105	-5.560467100000057	1.7866530462772727	-1.5217117000001474	0.9530544275746692	1.2598266999995325	1.6730838532073424	0.0	0.0	-90.26132229999985	20.436314876685238	-33.95753909999956	2.398100051046736	105.38039539999876	16.53008370270471	0.0	0.0	-25.335978400000787	3.722469253073163	l6	LDHA18	0.00013000000000000002	-5.29942	0.1	0	21	Adenine
7.402080100002253	5.537298451404919	2.0867949999999342	0.7473643531546714	-2.1032818999998195	2.064786468825191	0.2054174000001523	1.1276196779073069	-0.8823146000004787	1.9254968323947597	0.0	0.0	-328.0470874999966	21.122969921870187	-0.11920599999958405	2.574529381324735	286.1055192999997	18.71732973113496	0.0	0.0	-35.35207819999934	3.677995116147357	l7	LDHA19	0.005	-3.1379099999999998	0.1	-2	7	Substrate
-0.8582473000026827	6.4746253784566985	1.7791307000000156	0.612381417630975	-5.984814999999332	1.6602360843317	-1.6247371999998617	1.098308991541752	2.2041262999994515	1.64889935286712	0.0	0.0	-335.92965509999755	20.542115120574973	-17.220608599999238	2.4108062626946487	299.24025509999944	17.660549432828915	0.0	0.0	-58.394551100000285	3.898886188563313	l8	LDHA20	0.00021	-4.8716099999999996	0.1	-2	15	Substrate
-2.808400100003041	6.1580267612970765	1.568816699999939	0.6414502280336847	-1.7560692999996803	1.652198561460058	0.07708699999989578	1.1441704481001358	-0.3446816000005466	1.7503999039152387	0.0	0.0	-354.0617518999981	20.37753601275616	-15.201982099999439	2.3336783459509927	310.7455834999996	17.736166696476282	0.0	0.0	-61.78139779999975	3.673128408145673	l9	LDHA21	0.00028	-4.84501	0.1	-2	18	Substrate
-0.5490149000017368	6.060704749067817	0.4547660999998104	0.6105081021275033	-4.79315129999936	1.904153010826456	-0.901363800000107	0.9853267498081948	1.1031470999998128	1.667811589534589	0.0	0.0	13.97141199999794	19.937728545128586	-30.536020199999598	2.604894466458457	-5.734407200000334	18.343560617258294	0.0	0.0	-26.98463220000025	3.0803125674701266	l10	LDHA22	0.0007700000000000001	-4.24589	0.1	-2	19	Adenine
-4.0121470000007085	5.981658527759615	0.1601486999999686	0.6405992931658209	-4.30335549999959	1.716527019285501	-1.8440460000000571	1.114335509631039	2.084564399999735	1.7217915687750929	0.0	0.0	-28.129093799996163	21.426357658775245	-34.448431499999195	2.455383570218145	33.912534399999544	18.79988290589908	0.0	0.0	-36.579826299999866	2.891299892350893	l11	LDHA23	3.5e-05	-6.07655	0.1	-2	22	Adenine
0.8534588999986568	5.9868492889167735	0.7594299999997887	0.5939648066051915	-5.680562499999847	1.6690184875411067	-1.426472700000183	0.9701291947108044	0.2967748999991162	1.6745180728629092	0.0	0.0	-10.793330800002368	20.532447904744142	-35.43251389999926	2.499898734388766	12.893802499999097	17.756402516001295	0.0	0.0	-38.529413600001135	3.2512901894587056	l12	LDHA24	0.00016	-5.17644	0.1	-2	21	Adenine
